time,open,high,low,close,volume
1611133200,108.256284,109.309734,108.236192,109.106129,327.203558
1611136800,109.106129,109.416059,109.000738,109.256523,436.574051
1611140400,109.256523,109.391445,108.525138,108.686310,316.636890
1611144000,108.686310,108.872916,107.815425,108.097442,316.802453
1611147600,108.097442,108.168755,107.811363,107.951216,696.782134
1611151200,107.951216,107.989368,107.246277,107.512052,471.283735
1611154800,107.512052,107.546680,107.337869,107.518345,404.301896
1611158400,107.518345,107.746266,107.010692,107.101036,616.977651
1611162000,107.101036,107.829102,107.084792,107.814250,596.180057
1611165600,107.814250,107.971227,106.998500,107.119506,247.815983
1611169200,107.119506,107.277381,107.006184,107.049334,581.795937
1611172800,107.049334,107.758445,106.966440,107.705775,739.587268
1611176400,107.705775,107.798398,107.516918,107.563563,426.144022
1611180000,107.563563,107.580725,107.449023,107.568765,413.535347
1611183600,107.568765,108.195915,107.310691,108.069776,240.519491
1611187200,108.069776,108.337772,107.917183,108.141921,481.396483
1611190800,108.141921,108.391483,107.103347,107.342571,571.286181
1611194400,107.342571,107.521306,107.043989,107.076354,364.315944
1611198000,107.076354,107.610067,106.836086,107.463536,815.752211
1611201600,107.463536,107.539567,107.090289,107.277822,246.093432
1611205200,107.277822,107.446529,106.605949,106.690231,304.957865
1611208800,106.690231,107.017327,106.611153,106.774994,566.198818
1611212400,106.774994,106.905517,106.528367,106.544565,224.451416
1611216000,106.544565,106.666855,106.384697,106.420093,1148.056319
1611219600,106.420093,106.499373,106.227582,106.342400,272.598103
1611223200,106.342400,106.670101,105.828237,105.863989,586.382906
1611226800,105.863989,106.009136,105.691885,105.796834,534.875771
1611230400,105.796834,106.237297,105.632923,106.012542,524.922392
1611234000,106.012542,106.328080,105.863227,105.909508,194.846607
1611237600,105.909508,106.177588,105.609771,105.715527,435.563881
1611241200,105.715527,105.905193,105.038779,105.269103,583.476632
1611244800,105.269103,105.531531,105.203148,105.213752,243.153712
1611248400,105.213752,105.321863,104.795974,104.928269,225.445309
1611252000,104.928269,105.515535,104.719816,105.388391,374.610224
1611255600,105.388391,105.480340,105.121672,105.147924,392.118911
1611259200,105.147924,105.262316,105.057785,105.112008,219.586511
1611262800,105.112008,105.317875,104.954390,105.201748,863.029462
1611266400,105.201748,105.630656,104.412430,104.577517,434.804911
1611270000,104.577517,104.724027,104.157252,104.217779,361.285197
1611273600,104.217779,104.283278,103.246831,103.387615,574.555497
1611277200,103.387615,104.176002,103.052815,103.962205,308.605473
1611280800,103.962205,104.167456,103.321654,103.564088,402.436697
1611284400,103.564088,103.678591,103.351952,103.613699,668.451850
1611288000,103.613699,104.608045,103.451129,104.357650,455.559308
1611291600,104.357650,104.509385,103.952858,104.431043,446.533085
1611295200,104.431043,104.945569,104.316313,104.915926,471.375064
1611298800,104.915926,104.989512,104.390199,104.510492,370.841034
1611302400,104.510492,104.771217,104.347413,104.626329,489.781640
1611306000,104.626329,104.704453,104.440194,104.468175,699.161541
1611309600,104.468175,104.582791,104.217158,104.324168,489.751395
1611313200,104.324168,104.548420,104.209022,104.511268,197.583757
1611316800,104.511268,105.169406,104.350032,105.101858,288.473732
1611320400,105.101858,105.310876,104.828440,105.051692,495.516291
1611324000,105.051692,105.112526,104.485255,104.560270,1920.375198
1611327600,104.560270,105.555018,104.534652,105.429977,294.469998
1611331200,105.429977,105.906741,105.426047,105.791744,303.373455
1611334800,105.791744,106.247343,105.696014,106.236980,180.869314
1611338400,106.236980,106.396460,106.129699,106.373139,382.217152
1611342000,106.373139,106.738598,106.221005,106.509710,607.891738
1611345600,106.509710,106.706472,106.279045,106.597681,187.373798
1611349200,106.597681,106.760893,106.222812,106.391143,397.447131
1611352800,106.391143,106.786648,106.287448,106.359766,662.829990
1611356400,106.359766,107.279078,106.175468,107.051971,400.181133
1611360000,107.051971,107.105759,106.742189,106.819626,605.568684
1611363600,106.819626,106.862877,106.777000,106.783045,870.908183
1611367200,106.783045,106.967818,106.014676,106.347927,398.034381
1611370800,106.347927,106.678561,106.280510,106.452664,200.290069
1611374400,106.452664,106.764740,106.386483,106.740456,480.422163
1611378000,106.740456,106.950298,106.284422,106.372111,232.450217
1611381600,106.372111,106.468836,106.107280,106.129459,471.254982
1611385200,106.129459,106.189553,105.986931,106.040337,279.991026
1611388800,106.040337,106.172682,105.909112,106.069828,377.920585
1611392400,106.069828,106.110677,105.471049,105.591139,226.309179
1611396000,105.591139,105.629485,105.277553,105.333316,587.577791
1611399600,105.333316,105.540095,105.008212,105.465504,371.790692
1611403200,105.465504,105.853909,105.391979,105.683264,554.936078
1611406800,105.683264,105.774654,104.943746,105.320400,267.049915
1611410400,105.320400,105.898887,105.243260,105.889099,429.202954
1611414000,105.889099,105.897657,105.188013,105.633533,228.773086
1611417600,105.633533,105.728463,104.347504,104.679987,752.043565
1611421200,104.679987,105.148390,104.400963,105.011581,538.895444
1611424800,105.011581,105.680403,104.946317,105.628204,717.380588
1611428400,105.628204,105.861446,105.361951,105.836614,314.629931
1611432000,105.836614,106.425269,105.703311,106.105337,229.151877
1611435600,106.105337,106.428124,105.869359,106.412400,694.771263
1611439200,106.412400,106.700466,106.285304,106.468244,315.845855
1611442800,106.468244,106.689727,106.337605,106.680527,257.352443
1611446400,106.680527,107.058989,106.529705,106.835556,196.148497
1611450000,106.835556,106.836860,106.325157,106.460981,471.367905
1611453600,106.460981,107.334895,106.340268,107.295923,216.077564
1611457200,107.295923,107.402637,106.603712,106.794983,1604.890723
1611460800,106.794983,107.137405,106.507692,106.763027,283.287837
1611464400,106.763027,107.230405,106.633064,107.000930,504.070649
1611468000,107.000930,107.192958,106.196120,106.399228,573.325582
1611471600,106.399228,106.997775,106.299346,106.801370,336.943762
1611475200,106.801370,106.967272,106.501212,106.600426,428.308089
1611478800,106.600426,107.370043,106.581733,107.256595,602.035383
1611482400,107.256595,107.674968,107.090722,107.604569,290.053742
1611486000,107.604569,107.999161,107.266543,107.389173,735.544454
1611489600,107.389173,108.278452,107.252968,108.238158,341.082348
1611493200,108.238158,108.381697,107.749667,107.922503,530.735415
1611496800,107.922503,108.520402,107.857473,108.306289,235.692731
1611500400,108.306289,108.482837,107.866684,107.927944,421.982410
1611504000,107.927944,108.046110,107.211451,107.319400,419.844809
1611507600,107.319400,107.503221,107.041657,107.158619,539.646507
1611511200,107.158619,107.404102,106.720854,106.994072,718.381709
1611514800,106.994072,107.049646,106.799410,107.038452,596.050279
1611518400,107.038452,107.492792,106.919777,107.415815,497.196015
1611522000,107.415815,107.743659,107.364239,107.577990,417.441439
1611525600,107.577990,108.712498,107.510707,108.300026,263.742344
1611529200,108.300026,108.346056,107.667050,107.989557,290.028618
1611532800,107.989557,108.026055,107.484444,107.487064,406.833014
1611536400,107.487064,107.604313,107.424529,107.551796,261.594541
1611540000,107.551796,107.579775,107.165950,107.450171,439.502422
1611543600,107.450171,107.617869,107.395310,107.612451,342.448811
1611547200,107.612451,107.732796,107.008840,107.062689,602.004889
1611550800,107.062689,107.204313,106.514553,106.692178,404.000328
1611554400,106.692178,107.096089,106.446791,106.833536,432.658699
1611558000,106.833536,107.019927,106.540242,106.674147,472.858494
1611561600,106.674147,106.767104,106.515925,106.557870,578.970818
1611565200,106.557870,106.823892,106.391102,106.439420,438.355663
1611568800,106.439420,106.463048,106.188522,106.329280,294.863283
1611572400,106.329280,106.992515,105.970506,106.751936,408.285755
1611576000,106.751936,107.056543,106.058288,106.080717,389.515761
1611579600,106.080717,106.327907,105.887436,105.902267,765.239047
1611583200,105.902267,106.112867,104.785824,104.788014,611.418864
1611586800,104.788014,104.839265,104.265659,104.429476,459.378710
1611590400,104.429476,104.544138,104.206151,104.241767,1302.635335
1611594000,104.241767,104.294574,103.797215,104.029825,549.625372
1611597600,104.029825,104.094942,103.833619,104.006550,818.893233
1611601200,104.006550,104.308777,103.808494,104.169406,902.270920
1611604800,104.169406,104.997147,104.031650,104.798186,459.063837
1611608400,104.798186,105.457911,104.593703,105.449097,197.620274
1611612000,105.449097,105.663783,105.328021,105.645010,410.838375
1611615600,105.645010,106.087742,105.425091,105.880597,534.746707
1611619200,105.880597,106.178981,105.797181,106.125930,221.073328
1611622800,106.125930,106.273255,105.903800,106.255533,347.921066
1611626400,106.255533,106.662082,105.626968,105.740586,672.005009
1611630000,105.740586,105.915226,105.064094,105.123954,1184.933113
1611633600,105.123954,105.410342,104.719863,104.841069,327.335036
1611637200,104.841069,104.867357,104.143973,104.245243,581.238097
1611640800,104.245243,104.302782,103.947703,104.042315,323.384166
1611644400,104.042315,104.365368,103.691039,103.811875,285.683030
1611648000,103.811875,104.037889,103.654650,104.005912,338.626851
1611651600,104.005912,104.136546,103.811204,104.064826,227.480977
1611655200,104.064826,104.107005,103.637508,103.802750,489.594603
1611658800,103.802750,103.812522,103.793168,103.798492,399.400910
1611662400,103.798492,103.928796,103.746525,103.754579,452.153927
1611666000,103.754579,104.794513,103.746861,104.661308,337.027317
1611669600,104.661308,105.548116,104.646409,105.303992,275.230632
1611673200,105.303992,106.187815,104.984290,105.815344,378.893953
1611676800,105.815344,106.097597,105.723578,106.096541,394.775156
1611680400,106.096541,106.202749,105.514142,105.675571,1418.457511
1611684000,105.675571,105.910679,105.271797,105.338915,360.892293
1611687600,105.338915,105.408149,104.799739,104.959662,423.251403
1611691200,104.959662,105.325842,104.721665,105.148540,288.225288
1611694800,105.148540,105.563298,105.145727,105.541595,268.334530
1611698400,105.541595,105.786935,105.287516,105.510889,352.301845
1611702000,105.510889,105.801292,105.444795,105.714608,516.087181
1611705600,105.714608,106.513209,105.580448,106.372806,586.623110
1611709200,106.372806,107.070902,105.992049,106.918979,419.133564
1611712800,106.918979,107.169848,106.669820,106.903903,287.303478
1611716400,106.903903,107.068948,106.075685,106.184853,253.921611
1611720000,106.184853,106.212139,105.879309,105.932721,458.822292
1611723600,105.932721,106.005526,105.429249,105.613570,1173.602275
1611727200,105.613570,105.625478,104.628966,104.750101,402.794227
1611730800,104.750101,105.037199,103.987586,104.172597,402.281793
1611734400,104.172597,104.188577,103.849429,104.094450,361.301182
1611738000,104.094450,104.274060,103.687856,103.730666,472.896528
1611741600,103.730666,103.900312,103.669135,103.866831,266.628161
1611745200,103.866831,103.916240,103.393411,103.597537,243.795502
1611748800,103.597537,103.841225,103.460687,103.696981,388.355403
1611752400,103.696981,104.379230,103.601693,104.144031,232.258622
1611756000,104.144031,104.165988,103.271664,103.433523,885.288135
1611759600,103.433523,103.478384,103.331455,103.335219,428.474599
1611763200,103.335219,103.911003,103.295176,103.793375,261.893373
1611766800,103.793375,103.929962,103.200752,103.385882,274.128043
1611770400,103.385882,103.866620,103.291810,103.594854,376.534634
1611774000,103.594854,103.843939,102.960942,103.067686,431.352911
1611777600,103.067686,103.256712,102.846875,102.896195,896.640359
1611781200,102.896195,103.536315,102.831375,103.190723,383.304834
1611784800,103.190723,103.277548,103.043036,103.136983,686.209325
1611788400,103.136983,103.274787,102.869955,103.257622,234.778482
1611792000,103.257622,103.332344,102.501936,102.587554,426.390639
1611795600,102.587554,102.776733,102.098032,102.211567,307.390305
1611799200,102.211567,102.759382,102.085696,102.623482,331.960671
1611802800,102.623482,102.673000,102.213278,102.243907,198.572629
1611806400,102.243907,102.665486,102.128124,102.388480,441.216063
1611810000,102.388480,102.878373,102.302102,102.792112,224.590083
1611813600,102.792112,103.013058,102.726634,102.881690,459.856519
1611817200,102.881690,103.291127,102.687162,103.245253,446.229919
1611820800,103.245253,103.276452,103.182255,103.187420,400.295581
1611824400,103.187420,103.514167,102.979805,103.300288,343.422628
1611828000,103.300288,103.349717,102.963962,103.220270,191.720431
1611831600,103.220270,103.781696,102.990156,103.662698,369.641340
1611835200,103.662698,103.835309,103.424394,103.593182,402.901846
1611838800,103.593182,104.000929,103.523022,103.766356,353.104782
1611842400,103.766356,103.844690,103.307019,103.343596,179.441109
1611846000,103.343596,103.611163,103.303515,103.592951,319.294760
1611849600,103.592951,103.598578,102.793812,102.961835,334.179200
1611853200,102.961835,103.020828,102.524862,102.588724,431.089336
1611856800,102.588724,102.862887,102.515352,102.712144,2531.162986
1611860400,102.712144,103.445284,102.434563,103.361665,284.389932
1611864000,103.361665,103.366520,102.855570,103.110321,357.481623
1611867600,103.110321,103.213183,102.837874,102.919726,954.190709
1611871200,102.919726,103.162961,102.852161,103.077863,354.102630
1611874800,103.077863,103.354793,102.885264,103.229257,462.550579
1611878400,103.229257,104.030524,103.012527,103.937672,215.813287
1611882000,103.937672,104.033065,103.319322,103.552504,417.378570
1611885600,103.552504,103.694808,103.292586,103.535996,373.015556
1611889200,103.535996,104.457186,103.423084,104.434513,362.588974
1611892800,104.434513,105.103476,104.178468,104.899797,548.294383
1611896400,104.899797,105.284353,104.779784,104.967416,331.037547
1611900000,104.967416,105.026981,104.498856,104.605267,333.956455
1611903600,104.605267,104.728396,104.127893,104.236285,497.432383
1611907200,104.236285,104.389399,103.674718,103.785569,487.526249
1611910800,103.785569,104.094125,103.769566,103.965180,644.934459
1611914400,103.965180,104.020189,103.862866,103.951210,556.463926
1611918000,103.951210,104.219946,103.714391,104.192611,472.994917
1611921600,104.192611,104.492327,103.860538,104.017343,483.801952
1611925200,104.017343,104.025847,103.524061,103.594031,656.993668
1611928800,103.594031,103.672838,102.956122,102.974883,260.623611
1611932400,102.974883,103.689882,102.839804,103.365181,307.891929
1611936000,103.365181,103.456291,102.941289,103.030374,575.461653
1611939600,103.030374,103.570437,103.008887,103.364588,219.218154
1611943200,103.364588,103.528741,102.997505,103.142312,274.314490
1611946800,103.142312,103.211332,102.817811,103.044996,597.736166
1611950400,103.044996,103.085938,102.548192,102.551741,340.465387
1611954000,102.551741,102.916765,102.377053,102.671310,286.652049
1611957600,102.671310,102.787224,102.436313,102.622923,342.621015
1611961200,102.622923,103.417062,102.489785,103.386539,397.062146
1611964800,103.386539,103.465402,103.150873,103.195134,413.792937
1611968400,103.195134,103.540051,102.957189,103.534758,250.793860
1611972000,103.534758,104.429694,103.425241,104.404549,300.090491
1611975600,104.404549,105.363309,104.385166,105.325911,556.067496
1611979200,105.325911,105.535845,104.426976,104.462544,410.005000
1611982800,104.462544,104.569425,103.863455,103.905197,350.702775
1611986400,103.905197,104.890140,103.902236,104.778267,353.587635
1611990000,104.778267,105.286135,104.320297,104.425343,2224.387310
1611993600,104.425343,104.440595,104.220368,104.355275,639.407289
1611997200,104.355275,104.461727,103.738703,103.855290,959.584644
1612000800,103.855290,104.820659,103.833570,104.620860,622.331172
1612004400,104.620860,104.749285,104.293433,104.432433,412.544184
1612008000,104.432433,104.716915,104.415497,104.557209,265.033737
1612011600,104.557209,104.580265,104.046641,104.235250,327.946486
1612015200,104.235250,104.782791,104.198594,104.764109,822.634772
1612018800,104.764109,104.946343,104.346132,104.398219,441.228138
1612022400,104.398219,104.748408,104.312246,104.403154,240.648273
1612026000,104.403154,104.772970,104.367111,104.538502,367.358614
1612029600,104.538502,104.645225,104.354336,104.470660,516.689323
1612033200,104.470660,105.199960,104.240021,105.016081,374.463285
1612036800,105.016081,105.521333,104.959893,105.378933,637.818057
1612040400,105.378933,105.563228,104.702627,104.861709,424.690976
1612044000,104.861709,105.338283,104.818551,105.150285,393.958894
1612047600,105.150285,105.155290,104.264336,104.580267,433.912752
1612051200,104.580267,104.714467,104.259662,104.690628,757.460219
1612054800,104.690628,104.807828,104.132060,104.257996,445.837894
1612058400,104.257996,104.834556,104.202724,104.600150,161.082257
1612062000,104.600150,104.977768,104.498206,104.717905,703.934118
1612065600,104.717905,105.128978,104.559229,104.886752,447.699042
1612069200,104.886752,105.549552,104.873703,105.123458,369.038036
1612072800,105.123458,105.191020,104.835122,105.171218,673.250630
1612076400,105.171218,105.407771,104.760604,105.067343,484.100952
1612080000,105.067343,105.202303,104.932445,105.053015,170.014077
1612083600,105.053015,105.297097,104.872821,105.135863,368.135722
1612087200,105.135863,105.164939,104.446217,104.599625,306.248327
1612090800,104.599625,104.629985,104.221307,104.357695,390.634541
1612094400,104.357695,104.802948,104.243387,104.696545,201.754010
1612098000,104.696545,105.531811,104.423265,105.423499,401.003873
1612101600,105.423499,105.450197,104.601420,104.649007,257.195067
1612105200,104.649007,104.728719,104.528630,104.672679,623.798083
1612108800,104.672679,104.810075,104.544489,104.742920,397.203187
1612112400,104.742920,104.810513,104.141378,104.258087,485.513993
1612116000,104.258087,104.675394,104.008261,104.615577,283.983716
1612119600,104.615577,104.705604,103.827895,104.004332,441.590692
1612123200,104.004332,104.664416,103.912267,104.363001,3166.700261
1612126800,104.363001,104.407501,103.904365,104.147898,432.799272
1612130400,104.147898,104.458176,103.961765,104.394726,460.661483
1612134000,104.394726,105.055449,104.330628,105.018188,261.489994
1612137600,105.018188,105.219300,104.948889,105.181707,317.453241
1612141200,105.181707,105.888092,105.166771,105.708410,336.390173
1612144800,105.708410,105.810667,104.935451,105.082296,247.114938
1612148400,105.082296,105.332839,104.897720,105.066377,288.323242
1612152000,105.066377,105.325427,104.545477,104.609042,147.613199
1612155600,104.609042,104.685187,103.761906,103.867297,315.150653
1612159200,103.867297,104.154458,103.078401,103.250392,401.501914
1612162800,103.250392,103.377914,103.013030,103.018367,347.602936
1612166400,103.018367,103.161811,102.811651,103.121228,357.807935
1612170000,103.121228,103.351706,103.102696,103.166079,456.602069
1612173600,103.166079,103.423944,102.820150,103.393622,775.905401
1612177200,103.393622,103.709160,103.277142,103.316505,414.910792
1612180800,103.316505,103.585776,102.924720,102.987964,475.587479
1612184400,102.987964,103.583802,102.852704,103.376155,362.886298
1612188000,103.376155,103.844581,103.135945,103.767410,468.344722
1612191600,103.767410,103.859916,103.585933,103.690997,224.553491
1612195200,103.690997,103.856121,102.326647,102.476387,523.359289
1612198800,102.476387,102.808799,102.385596,102.785921,624.492234
1612202400,102.785921,102.966089,102.377327,102.553497,861.108454
1612206000,102.553497,102.702244,102.238375,102.351490,274.378670
1612209600,102.351490,102.545644,102.183456,102.389784,569.191871
1612213200,102.389784,102.466463,101.870526,101.892181,226.616998
1612216800,101.892181,102.007874,101.581176,101.692605,306.510986
1612220400,101.692605,101.801429,101.660373,101.762913,411.661975
1612224000,101.762913,102.011096,101.531848,101.801652,266.353710
1612227600,101.801652,102.037856,100.940262,101.018454,376.835432
1612231200,101.018454,101.419454,100.752075,100.937319,907.515607
1612234800,100.937319,101.329051,100.779950,101.251892,440.135504
1612238400,101.251892,101.268075,101.182086,101.189076,531.319968
1612242000,101.189076,101.214075,100.850665,100.959476,587.684357
1612245600,100.959476,101.255031,100.182416,100.248943,441.351873
1612249200,100.248943,100.980271,100.156024,100.800149,927.433627
1612252800,100.800149,101.232915,100.613260,101.076228,386.056557
1612256400,101.076228,101.257149,101.072132,101.128850,1793.874153
1612260000,101.128850,101.512927,101.029863,101.421839,371.454138
1612263600,101.421839,101.967677,101.161594,101.960241,690.480277
1612267200,101.960241,102.009296,101.880046,102.000502,343.311423
1612270800,102.000502,102.160839,101.689277,101.784106,391.246371
1612274400,101.784106,101.849412,101.742522,101.806301,358.339188
1612278000,101.806301,102.262746,101.736528,102.205788,305.545122
1612281600,102.205788,102.218321,101.801314,101.985911,387.692793
1612285200,101.985911,102.230039,101.957149,102.077594,331.794392
1612288800,102.077594,102.117031,101.413253,101.574171,378.971411
1612292400,101.574171,101.596233,101.342238,101.485055,399.073366
1612296000,101.485055,101.787451,101.218016,101.684390,538.892026
1612299600,101.684390,101.968338,101.578315,101.849946,339.331870
1612303200,101.849946,102.205895,101.827476,102.164020,264.764720
1612306800,102.164020,102.166703,101.938256,102.023785,631.379066
1612310400,102.023785,102.123526,101.496683,101.587931,328.084439
1612314000,101.587931,101.679908,100.796356,100.851962,237.480372
1612317600,100.851962,101.003077,100.743810,100.955188,535.002818
1612321200,100.955188,101.062295,100.676950,101.061060,449.531433
1612324800,101.061060,101.410526,100.817460,101.294167,285.587049
1612328400,101.294167,102.504478,100.981034,102.329995,668.139969
1612332000,102.329995,102.452152,102.060675,102.139154,443.575645
1612335600,102.139154,102.230829,101.603012,101.732803,417.341124
1612339200,101.732803,101.797856,100.846072,100.919647,869.370163
1612342800,100.919647,101.348934,100.798762,101.192400,341.667265
1612346400,101.192400,101.313504,101.042594,101.107624,391.884048
1612350000,101.107624,101.474095,101.078463,101.377564,569.300043
1612353600,101.377564,101.868832,101.325773,101.635800,513.182495
1612357200,101.635800,101.706730,101.203438,101.428066,294.412901
1612360800,101.428066,101.770264,101.334957,101.501120,358.412696
1612364400,101.501120,102.067737,101.423359,102.065748,346.955754
1612368000,102.065748,103.227497,101.921429,103.021849,409.008492
1612371600,103.021849,103.199454,102.931956,103.052932,1119.997962
1612375200,103.052932,103.781998,102.891867,103.683978,467.856660
1612378800,103.683978,104.015125,103.003516,103.122417,627.325867
1612382400,103.122417,103.629095,102.866571,103.462615,332.416723
1612386000,103.462615,103.873505,102.367199,102.510170,493.359504
1612389600,102.510170,102.772645,101.980668,102.351023,1944.283940
1612393200,102.351023,102.519904,101.871370,102.161322,491.225297
1612396800,102.161322,102.345671,102.153976,102.327410,399.565054
1612400400,102.327410,102.439112,101.229540,101.236073,416.425656
1612404000,101.236073,101.511612,101.154336,101.269931,366.177114
1612407600,101.269931,101.352627,100.920150,101.050082,336.103093
1612411200,101.050082,101.571389,100.852932,101.402122,403.273235
1612414800,101.402122,101.516026,101.116459,101.148243,294.529791
1612418400,101.148243,101.426611,100.256216,100.355278,423.790944
1612422000,100.355278,100.563430,100.152931,100.194172,397.958804
1612425600,100.194172,100.336424,99.955647,100.057893,321.702085
1612429200,100.057893,100.229878,100.016325,100.067905,436.967341
1612432800,100.067905,100.104980,99.923618,100.100314,507.975088
1612436400,100.100314,100.215189,99.604342,99.687095,379.292539
1612440000,99.687095,99.788977,99.538382,99.788558,378.137874
1612443600,99.788558,99.816566,98.908039,99.000946,363.733971
1612447200,99.000946,99.606508,98.916323,99.363117,331.364028
1612450800,99.363117,100.434313,99.283233,100.328002,290.276291
1612454400,100.328002,100.339100,100.125335,100.157725,453.179547
1612458000,100.157725,100.160361,99.426907,99.571815,469.577146
1612461600,99.571815,100.023910,99.547276,99.972905,203.056875
1612465200,99.972905,100.233324,99.081038,99.264514,302.327910
1612468800,99.264514,99.439521,98.575251,98.818917,669.624245
1612472400,98.818917,99.508117,98.729963,99.443895,547.803764
1612476000,99.443895,99.532108,99.001509,99.137787,380.277990
1612479600,99.137787,99.328882,98.595942,98.596700,529.590522
1612483200,98.596700,98.653241,97.813041,97.853347,270.775106
1612486800,97.853347,98.172392,97.720103,98.079755,619.103886
1612490400,98.079755,98.353485,97.399550,97.449435,508.260172
1612494000,97.449435,97.699326,97.256213,97.541608,275.896399
1612497600,97.541608,97.653118,97.466028,97.565830,547.790257
1612501200,97.565830,97.833070,97.135734,97.282666,193.265961
1612504800,97.282666,97.414168,96.786534,97.039443,813.189740
1612508400,97.039443,97.337243,96.344246,96.420584,326.383474
1612512000,96.420584,96.423598,95.563303,95.714237,539.187131
1612515600,95.714237,96.013376,95.522166,95.548997,429.177689
1612519200,95.548997,95.553912,94.516467,94.540521,362.607327
1612522800,94.540521,94.703546,94.498058,94.561886,1322.100179
1612526400,94.561886,94.890492,94.509738,94.663137,363.146404
1612530000,94.663137,94.704580,93.715169,93.922327,481.744321
1612533600,93.922327,94.069704,93.191867,93.408488,528.432477
1612537200,93.408488,93.775512,93.252963,93.661412,421.135731
1612540800,93.661412,93.925749,93.214313,93.258939,623.884890
1612544400,93.258939,93.326899,92.986599,93.066082,443.775906
1612548000,93.066082,93.375472,92.603067,92.608697,643.554000
1612551600,92.608697,92.631954,91.525921,91.957286,330.708575
1612555200,91.957286,92.674147,91.856582,92.606584,453.625025
1612558800,92.606584,93.059742,92.494181,92.870744,492.323894
1612562400,92.870744,93.552906,92.810357,93.503811,897.189336
1612566000,93.503811,94.122329,93.491372,93.905177,427.098927
1612569600,93.905177,94.187100,93.682973,93.709023,922.619505
1612573200,93.709023,93.718468,92.987811,93.218122,290.539098
1612576800,93.218122,93.490959,93.105223,93.468634,336.713036
1612580400,93.468634,93.873871,93.395139,93.819769,272.284563
1612584000,93.819769,93.884910,93.729664,93.794290,370.268527
1612587600,93.794290,93.950661,92.854066,93.055079,308.600703
1612591200,93.055079,93.276154,92.847822,93.018483,270.868403
1612594800,93.018483,93.778367,92.847362,93.538046,375.553147
1612598400,93.538046,94.282401,93.266936,94.071580,237.127436
1612602000,94.071580,94.248399,93.338647,93.338702,684.167898
1612605600,93.338702,93.559846,93.230009,93.389133,309.412881
1612609200,93.389133,94.264533,93.381878,94.173171,363.820573
1612612800,94.173171,94.216223,93.778880,93.796741,409.469682
1612616400,93.796741,93.849801,93.595584,93.778570,415.748239
1612620000,93.778570,93.815524,93.078271,93.235833,155.568939
1612623600,93.235833,93.601430,93.025158,93.555665,260.615665
1612627200,93.555665,93.598305,92.713456,92.761599,417.891426
1612630800,92.761599,92.775352,92.543165,92.571599,508.730037
1612634400,92.571599,92.724989,92.268547,92.585598,441.087225
1612638000,92.585598,92.833444,92.240584,92.640672,698.168549
1612641600,92.640672,92.676506,92.340122,92.509098,346.977377
1612645200,92.509098,92.819129,92.349108,92.735300,496.653064
1612648800,92.735300,92.751851,92.256409,92.275827,471.045317
1612652400,92.275827,92.301158,92.172314,92.208564,524.450340
1612656000,92.208564,92.676646,92.029428,92.657357,1701.529344
1612659600,92.657357,93.073436,92.549092,93.019338,234.585550
1612663200,93.019338,93.044651,92.871178,92.885979,245.985986
1612666800,92.885979,93.767127,92.826376,93.686091,519.728231
1612670400,93.686091,94.178993,93.455991,93.992497,215.937594
1612674000,93.992497,94.084608,93.658939,93.908977,314.388948
1612677600,93.908977,94.062413,93.696653,93.792320,213.567230
1612681200,93.792320,94.399395,93.710210,94.222539,731.068672
1612684800,94.222539,94.600718,94.213672,94.529216,443.876750
1612688400,94.529216,94.853012,94.330360,94.744982,314.154639
1612692000,94.744982,94.778415,94.354552,94.448131,286.819662
1612695600,94.448131,94.972797,94.395289,94.804607,475.091580
1612699200,94.804607,95.490411,94.580095,95.216743,92.528961
1612702800,95.216743,95.527252,95.149392,95.243243,292.899059
1612706400,95.243243,95.433409,94.804720,94.837735,617.657441
1612710000,94.837735,94.847758,94.632504,94.760458,945.708158
1612713600,94.760458,94.855661,93.766937,93.994710,399.236807
1612717200,93.994710,94.704707,93.834706,94.599376,945.283451
1612720800,94.599376,94.644301,94.298517,94.372191,531.535445
1612724400,94.372191,94.722507,94.336756,94.540512,480.307087
1612728000,94.540512,95.126727,94.412890,95.099384,501.993092
1612731600,95.099384,95.477454,94.806637,95.459086,363.397659
1612735200,95.459086,95.464896,95.188602,95.329928,590.771335
1612738800,95.329928,95.398214,94.622137,94.744924,268.648880
1612742400,94.744924,95.777097,94.391529,95.730048,361.352461
1612746000,95.730048,96.189405,95.629707,96.188944,269.636182
1612749600,96.188944,96.202419,95.530776,95.653955,434.780165
1612753200,95.653955,95.898946,95.632224,95.805770,404.662461
1612756800,95.805770,96.088320,95.664792,96.076323,430.676359
1612760400,96.076323,96.774382,95.878944,96.767828,791.653460
1612764000,96.767828,97.181127,96.085120,96.189732,383.657738
1612767600,96.189732,97.053306,96.088968,96.810556,249.863084
1612771200,96.810556,96.907519,96.718813,96.766231,399.716695
1612774800,96.766231,96.779395,96.273218,96.287601,465.600175
1612778400,96.287601,97.127814,96.271119,97.055253,288.358122
1612782000,97.055253,97.285386,97.052890,97.122209,179.530981
1612785600,97.122209,97.173660,96.854930,97.080462,315.212638
1612789200,97.080462,97.223739,96.997173,97.126986,2671.383324
1612792800,97.126986,97.130997,95.977611,96.020072,512.526243
1612796400,96.020072,96.533911,95.857956,96.422299,394.428541
1612800000,96.422299,96.661848,96.357907,96.555805,450.780061
1612803600,96.555805,96.592378,96.492426,96.569106,371.441279
